time,空氣流量計 (g/sec),轉速 (rpm),引擎負荷 (%),節氣門位置 (%),里程(km),時速(km/h)
11:38 AM,3,750,31.37,4.31,48,0
11:38 AM,3.16,750,31.37,3.92,48,0
11:38 AM,3.32,762,31.37,3.92,48,0
11:38 AM,3.1,750,31.37,4.31,48,0
11:38 AM,3.04,762,31.37,3.53,48,0
11:38 AM,2.63,750,29.8,3.14,48,0
11:38 AM,2.5,750,28.63,3.14,48,0
11:38 AM,2.37,737,27.45,3.14,48,0
11:38 AM,2.46,837,25.88,3.14,48,0
11:38 AM,2.48,812,23.92,3.14,48,0
11:38 AM,2.45,812,23.53,3.14,48,0
11:39 AM,2.44,800,23.14,3.14,48,0
11:39 AM,2.49,800,23.14,3.14,48,0
11:39 AM,2.41,800,22.75,3.14,48,0
11:39 AM,2.56,775,23.14,3.14,48,0
11:39 AM,2.48,775,23.14,3.14,48,0
11:39 AM,2.41,775,23.14,3.14,48,0
11:39 AM,2.57,750,23.14,3.14,48,0
11:39 AM,2.58,762,23.14,3.14,48,0
11:39 AM,2.57,762,23.14,3.14,48,0
11:39 AM,2.54,750,23.14,2.75,48,0
11:39 AM,2.38,750,23.53,2.75,48,0
11:39 AM,2.43,750,23.53,2.75,48,0
11:39 AM,2.53,762,23.14,2.75,48,0
11:39 AM,2.31,762,22.75,2.75,48,0
11:39 AM,2.26,737,22.75,2.75,48,0
11:39 AM,2.38,725,22.75,3.14,48,0
11:39 AM,2.68,700,23.53,3.14,48,0
11:39 AM,2.85,675,24.31,3.53,48,0
11:39 AM,2.9,675,25.49,3.53,48,0
11:39 AM,2.97,700,26.27,3.53,48,0
11:39 AM,3,737,27.06,3.53,48,0
11:39 AM,2.91,750,27.45,3.53,48,0
11:39 AM,2.79,762,27.45,3.53,48,0
11:39 AM,2.95,762,27.45,3.53,48,0
11:39 AM,3.04,725,27.84,3.53,48,0
11:39 AM,2.97,687,28.24,3.53,48,0
11:39 AM,2.93,650,29.02,3.53,48,0
11:39 AM,2.99,662,29.8,3.92,48,0
11:39 AM,2.88,687,30.59,3.92,48,0
11:39 AM,2.89,700,30.98,3.92,48,0
11:39 AM,2.96,712,30.98,3.92,48,0
11:39 AM,2.89,725,30.98,3.92,48,0
11:39 AM,2.93,712,30.98,3.92,48,0
11:39 AM,2.85,712,30.98,3.92,48,0
11:39 AM,2.88,712,30.98,3.92,48,0
11:39 AM,2.97,712,30.98,3.92,48,0
11:39 AM,3.09,725,30.98,3.92,48,0
11:39 AM,3.03,712,30.98,3.92,48,0
11:39 AM,2.9,712,30.59,3.92,48,0
11:39 AM,3.04,712,30.59,3.92,48,0
11:39 AM,3.08,712,30.59,3.92,48,0
11:39 AM,2.93,725,30.59,3.92,48,0
11:39 AM,3.01,725,30.59,3.92,48,0
11:39 AM,2.86,725,30.59,3.92,48,0
11:39 AM,2.83,712,30.59,3.92,48,0
11:39 AM,2.89,712,30.59,3.92,48,0
11:39 AM,2.85,712,30.59,3.92,48,0
11:39 AM,2.91,712,30.59,3.92,48,0
11:39 AM,3.09,725,30.59,3.92,48,0
11:39 AM,3.02,725,30.59,3.92,48,0
11:39 AM,3.2,725,30.59,4.71,48,0
11:39 AM,4.72,712,34.12,5.88,48,0
11:39 AM,4.53,712,37.25,5.88,48,0
11:39 AM,4.56,775,39.22,5.49,48,0
11:39 AM,4.69,800,40,5.49,48,0
11:39 AM,4.33,762,41.18,5.49,48,0
11:39 AM,4.59,750,41.96,5.49,48,0
11:39 AM,4.55,762,43.14,5.49,48,0
11:39 AM,4.57,775,43.53,5.49,48,0
11:39 AM,4.19,775,43.53,5.49,48,0
11:39 AM,4.2,762,43.53,5.49,48,0
11:39 AM,4.1,762,43.53,5.49,48,0
11:39 AM,4.14,775,42.75,5.49,48,0
11:39 AM,4.24,762,41.96,5.1,48,0
11:39 AM,3.91,762,41.57,5.1,48,0
11:39 AM,4.12,762,41.57,5.1,48,0
11:39 AM,4,750,41.57,5.1,48,0
11:39 AM,3.81,750,41.57,5.1,48,0
11:39 AM,4.06,750,41.18,5.1,48,0
11:39 AM,4.14,750,41.18,5.1,48,0
11:39 AM,4.15,737,40.78,5.1,48,0
11:39 AM,4.13,737,41.18,5.1,48,0
11:39 AM,3.96,737,41.18,5.1,48,0
11:39 AM,3.7,737,41.18,5.1,48,0
11:39 AM,3.72,750,40.78,5.1,48,0
11:39 AM,3.67,750,40.39,5.1,48,0
11:39 AM,3.81,737,40.39,5.1,48,0
11:39 AM,3.71,725,40,5.1,48,0
11:39 AM,3.61,712,40.39,4.71,48,0
11:39 AM,3.69,712,40,4.71,48,0
11:39 AM,3.6,725,40,4.71,48,0
11:39 AM,3.59,712,40,4.71,48,0
11:39 AM,3.93,700,40,4.71,48,0
11:39 AM,4.28,687,40.78,5.49,48,0
11:39 AM,4.4,687,41.96,5.49,48,0
11:39 AM,4.26,687,43.14,5.49,48,0
11:39 AM,4.09,712,43.92,5.49,48,0
11:39 AM,4.66,750,44.71,5.88,48,0
11:39 AM,5.07,787,46.67,6.67,48,0
11:39 AM,5.65,837,48.63,7.06,48,0
11:39 AM,5.99,900,49.41,7.45,48,0
11:39 AM,6.15,975,50.2,7.45,48,0
11:39 AM,6.25,1062,48.24,7.45,48,0
11:39 AM,5.52,1150,43.92,6.27,48,0
11:39 AM,5.07,1125,39.61,6.27,48,0
11:39 AM,5.02,1075,38.82,5.88,48,0
11:39 AM,4.7,987,37.65,5.49,48,0
11:39 AM,4.67,900,37.25,5.49,48,0
11:39 AM,4.25,850,38.04,5.49,48,2
11:39 AM,4.16,800,38.82,5.49,48,2
11:39 AM,4.34,762,40,5.49,48,2
11:39 AM,4.15,737,40.78,5.49,48,2
11:39 AM,4.19,725,41.57,5.1,48,2
11:39 AM,4.07,725,41.18,5.1,48,2
11:39 AM,3.95,725,41.18,5.1,48,2
11:39 AM,3.95,737,40.78,5.1,48,0
11:39 AM,3.83,725,40.78,5.1,48,0
11:39 AM,3.64,700,41.18,5.1,48,0
11:39 AM,3.6,687,41.57,4.71,48,0
11:39 AM,3.78,687,41.18,4.71,48,0
11:39 AM,3.4,700,40.78,4.71,48,0
11:39 AM,3.37,700,40,4.71,48,0
11:39 AM,3.55,687,39.61,4.71,48,0
11:39 AM,3.8,675,39.61,4.71,48,0
11:39 AM,3.56,662,40,4.71,48,0
11:39 AM,3.42,662,40.39,4.71,48,0
11:39 AM,3.72,675,40,4.71,48,0
11:39 AM,3.76,687,39.61,4.71,48,0
11:39 AM,3.51,675,39.61,4.71,48,0
11:39 AM,3.42,662,40,4.71,48,0
11:39 AM,3.77,675,40,4.71,48,0
11:39 AM,3.7,687,39.61,4.71,48,0
11:39 AM,3.4,687,39.61,4.71,48,0
11:39 AM,3.77,675,39.61,4.71,48,0
11:39 AM,3.59,675,39.61,4.71,48,0
11:39 AM,3.42,675,40,4.71,48,0
11:39 AM,3.66,687,40.39,5.1,48,0
11:39 AM,3.93,700,40.39,5.1,48,0
11:39 AM,3.92,712,40.39,5.1,48,0
11:39 AM,3.82,700,40.39,5.1,48,0
11:39 AM,4.01,712,40.78,5.1,48,0
11:39 AM,3.97,712,40.39,5.1,48,0
11:39 AM,3.84,712,40.39,5.1,48,0
11:39 AM,3.73,725,40.39,5.1,48,0
11:39 AM,3.7,725,40,5.1,48,0
11:39 AM,3.59,712,40.39,5.1,48,0
11:39 AM,3.62,700,40,5.1,48,0
11:39 AM,3.71,712,40.39,5.1,48,0
11:39 AM,3.92,712,40,5.1,48,0
11:39 AM,3.96,712,40,5.1,48,0
11:39 AM,3.84,712,40.39,5.49,48,0
11:39 AM,4.01,712,41.96,5.49,48,0
11:39 AM,4.26,737,42.75,5.49,48,0
11:39 AM,4.28,762,43.14,5.49,48,0
11:39 AM,4.12,787,43.14,5.49,48,0
11:39 AM,4.24,775,43.53,5.49,48,0
11:39 AM,4.26,762,43.92,5.49,48,0
11:39 AM,4.45,762,44.31,5.49,48,0
11:39 AM,4.55,775,43.92,5.49,48,0
11:39 AM,4.53,787,43.92,5.49,48,0
11:39 AM,4.59,775,43.92,5.49,48,0
11:39 AM,4.62,762,43.92,5.49,48,0
11:39 AM,4.54,762,43.92,5.49,48,0
11:39 AM,4.54,775,43.92,5.49,48,0
11:39 AM,4.55,775,43.92,5.49,48,0
11:39 AM,4.28,775,43.92,5.49,48,0
11:39 AM,4.21,775,43.92,5.49,48,0
11:39 AM,4.14,762,43.92,5.49,48,0
11:39 AM,4.31,750,43.92,5.49,48,0
11:39 AM,4.23,762,43.92,5.49,48,0
11:39 AM,4.05,775,43.53,5.49,48,0
11:39 AM,4.07,762,43.53,5.49,48,0
11:39 AM,4.4,750,43.53,5.49,48,0
11:39 AM,4.4,762,43.53,5.49,48,0
11:39 AM,4.47,762,43.53,5.49,48,0
11:39 AM,4.44,775,43.14,5.49,48,0
11:39 AM,4.41,762,43.14,5.49,48,0
11:39 AM,4.36,762,43.14,5.49,48,0
11:39 AM,4.19,762,43.53,5.49,48,0
11:39 AM,4.48,762,43.53,5.49,48,0
11:39 AM,4.26,762,43.14,5.49,48,0
11:39 AM,4.49,762,43.14,5.49,48,0
11:39 AM,4.34,750,43.14,5.49,48,0
11:39 AM,4.34,750,43.14,5.49,48,0
11:39 AM,4.33,750,43.14,5.49,48,0
11:39 AM,4.27,762,43.14,5.49,48,0
11:39 AM,4.09,762,43.14,5.49,48,0
11:39 AM,4.01,775,43.14,5.49,48,0
11:39 AM,4.01,750,42.75,5.49,48,0
11:39 AM,3.98,750,42.75,5.49,48,0
11:39 AM,4.13,737,43.14,5.49,48,0
11:39 AM,4.13,750,43.14,5.49,48,0
11:39 AM,4.2,762,42.75,5.49,48,0
11:39 AM,4.35,750,42.75,5.49,48,0
11:39 AM,4.37,750,42.75,5.49,48,0
11:39 AM,4.2,750,42.75,5.49,48,0
11:39 AM,4.21,750,42.75,5.49,48,0
11:39 AM,3.94,762,42.75,5.49,48,0
11:39 AM,3.92,762,42.35,5.49,48,0
11:39 AM,3.94,750,42.35,5.49,48,0
11:39 AM,3.88,737,42.35,5.49,48,0
11:39 AM,3.9,737,42.35,5.49,48,0
11:39 AM,3.88,737,42.75,5.49,48,0
11:39 AM,3.87,750,42.35,5.49,48,0
11:39 AM,3.88,750,42.35,5.49,48,0
11:39 AM,3.92,750,42.35,5.49,48,0
11:39 AM,3.89,737,42.35,5.49,48,0
11:39 AM,4.21,737,42.35,5.49,48,0
11:39 AM,4.08,750,42.35,5.1,48,0
11:39 AM,3.72,762,41.96,5.1,48,0
11:39 AM,3.71,762,41.18,5.1,48,0
11:39 AM,3.94,750,40.78,5.1,48,0
11:39 AM,4.08,725,40.78,5.1,48,0
11:39 AM,4.04,725,41.18,5.1,48,0
11:39 AM,4.02,712,41.18,5.1,48,0
11:39 AM,3.91,725,41.18,5.1,48,0
11:39 AM,3.87,737,40.78,5.1,48,0
11:39 AM,4.08,737,40.78,5.1,48,0
11:39 AM,4.05,725,40.39,5.1,48,0
11:39 AM,4.06,725,40.78,5.1,48,0
11:39 AM,4.07,712,40.78,5.1,48,0
11:39 AM,3.87,725,41.18,5.1,48,0
11:39 AM,6.68,725,46.67,8.63,48,0
11:39 AM,7.64,737,54.9,9.02,48,0
11:39 AM,7.93,800,62.75,9.41,48,0
11:39 AM,7.7,1012,61.57,9.41,48,0
11:39 AM,8.22,1187,58.82,9.41,48,0
11:39 AM,8.32,1300,55.29,9.41,48,0
11:39 AM,8.46,1337,51.76,9.41,48,0
11:39 AM,8.42,1350,47.45,9.41,48,0
11:39 AM,8.47,1312,45.88,9.41,48,0
11:39 AM,7.94,1275,45.1,9.02,48,0
11:39 AM,7.79,1250,44.31,9.02,48,2
11:39 AM,7.69,1212,44.31,9.02,48,2
11:39 AM,7.91,1187,44.71,9.41,48,2
11:39 AM,8.2,1187,46.67,9.8,48,2
11:39 AM,8.59,1200,50.2,10.2,48,4
11:39 AM,8.77,1225,50.98,10.2,48,4
11:39 AM,8.67,1250,51.76,10.2,48,4
11:39 AM,8.67,1275,51.76,10.2,48,4
11:39 AM,9.05,1300,51.76,10.59,48,4
11:39 AM,9.01,1287,52.16,10.59,48,4
11:39 AM,8.72,1237,52.55,10.59,48,4
11:39 AM,8.89,1187,53.73,10.59,48,6
11:39 AM,8.61,1162,54.12,10.59,48,6
11:39 AM,8.69,1150,55.29,10.59,48,6
11:39 AM,8.61,1150,56.08,10.98,48,6
11:39 AM,9.14,1175,58.04,10.98,48,6
11:39 AM,9.6,1200,59.22,11.76,48,6
11:39 AM,9.8,1225,61.18,11.76,48,8
11:39 AM,10,1225,62.75,12.16,48,8
11:39 AM,10.4,1275,63.53,12.16,48,8
11:39 AM,10.75,1337,64.31,12.55,48,8
11:39 AM,11.01,1400,64.31,12.55,48,8
11:39 AM,11.19,1450,63.53,12.55,48,8
11:39 AM,11.62,1500,61.57,12.55,48,10
11:39 AM,11.56,1512,60,12.55,48,10
11:39 AM,11.97,1525,58.82,12.55,48,10
11:39 AM,11.98,1525,58.04,12.94,48,10
11:39 AM,12.11,1525,58.04,12.94,48,10
11:39 AM,11.99,1525,58.04,12.94,48,10
11:39 AM,11.96,1525,58.43,12.94,48,12
11:39 AM,12.11,1537,58.04,12.94,48,12
11:39 AM,11.66,1525,58.43,12.55,48,12
11:39 AM,10.92,1512,56.47,11.37,48,12
11:39 AM,10.43,1500,54.51,11.37,48,12
11:39 AM,9.96,1487,52.16,10.59,48,12
11:39 AM,8.69,1475,49.02,9.02,48,12
11:39 AM,6.62,1450,41.18,6.67,48,14
11:39 AM,4.78,1412,34.12,5.49,48,14
11:39 AM,4.32,1350,33.33,5.49,48,14
11:39 AM,4.24,1325,32.16,5.1,48,14
11:39 AM,4.19,1312,29.8,5.1,48,14
11:39 AM,4.19,1287,27.84,5.1,48,14
11:39 AM,4.08,1250,26.27,5.1,48,14
11:39 AM,3.42,1225,24.71,3.92,48,12
11:39 AM,3.15,1187,22.75,3.92,48,12
11:39 AM,2.98,1112,21.18,3.92,48,12
11:39 AM,3.12,1137,20.39,3.92,48,12
11:39 AM,3.02,1162,20,3.92,48,12
11:39 AM,3.12,1175,19.22,3.92,48,12
11:39 AM,3.02,1162,18.82,3.92,48,12
11:39 AM,3.18,1100,18.82,3.92,48,12
11:39 AM,3.22,1050,19.61,3.92,48,12
11:39 AM,3.2,1000,20.39,3.92,48,12
11:39 AM,3.16,962,20.78,3.92,48,12
11:39 AM,3.22,950,21.57,3.92,48,12
11:39 AM,3.19,937,21.96,3.92,48,12
11:39 AM,3.06,937,22.35,3.92,48,10
11:39 AM,3,950,22.75,3.92,48,10
11:39 AM,3.16,950,23.14,3.92,48,10
11:39 AM,3.2,937,22.75,3.92,48,10
11:39 AM,3.2,950,23.14,3.92,48,10
11:39 AM,3.1,950,23.14,3.92,48,8
11:39 AM,2.97,950,23.14,3.92,48,8
11:39 AM,3.06,962,23.14,3.92,48,8
11:39 AM,3.13,950,23.14,3.92,48,8
11:39 AM,3.17,937,23.53,3.92,48,6
11:39 AM,3.1,912,23.53,3.92,48,6
11:39 AM,2.98,925,23.53,3.92,48,6
11:39 AM,3.08,912,23.92,3.92,48,6
11:39 AM,3.16,887,24.31,3.92,48,4
11:39 AM,2.97,887,24.31,3.92,48,4
11:39 AM,3.14,850,24.71,3.92,48,4
11:39 AM,2.93,800,25.49,3.92,48,4
11:39 AM,3.18,737,26.67,3.92,48,4
11:39 AM,3.24,687,27.84,3.92,48,4
11:39 AM,3.31,675,28.63,3.92,48,2
11:39 AM,3.34,675,29.41,4.31,48,2
11:39 AM,3.31,675,30.2,4.31,48,2
11:39 AM,3.2,687,30.98,3.92,48,2
11:39 AM,3.26,687,31.76,3.92,48,2
11:39 AM,3.29,700,31.76,4.31,48,0
11:39 AM,3.2,700,32.16,4.31,48,0
11:39 AM,3.3,700,32.16,4.31,48,0
11:39 AM,3.25,712,32.16,4.31,48,0
11:39 AM,3.09,712,32.55,4.31,48,0
11:39 AM,3.28,725,32.55,4.31,48,0
11:39 AM,3.29,725,32.55,4.31,48,0
11:39 AM,3.11,712,32.55,4.31,48,0
11:39 AM,2.98,725,32.55,4.31,48,0
11:39 AM,3.03,725,32.55,4.31,48,0
11:39 AM,2.97,725,32.16,4.31,48,0
11:39 AM,3.14,725,32.16,4.31,48,0
11:39 AM,3.29,725,32.16,3.92,48,0
11:39 AM,3.15,737,32.16,3.92,48,0
11:39 AM,2.9,725,31.76,3.92,48,0
11:39 AM,2.92,737,31.37,3.92,48,0
11:39 AM,2.84,725,31.37,3.92,48,0
11:39 AM,2.95,725,30.98,3.92,48,0
11:39 AM,3.14,725,30.98,3.92,48,0
11:39 AM,3.07,725,30.98,3.92,48,0
11:39 AM,2.89,725,30.98,3.92,48,0
11:39 AM,2.99,725,30.59,3.92,48,0
11:39 AM,2.83,725,30.59,3.92,48,0
11:39 AM,2.82,725,30.59,3.92,48,0
11:39 AM,2.86,725,30.2,3.53,48,0
11:39 AM,2.96,725,29.8,3.53,48,0
11:39 AM,2.88,712,29.41,3.53,48,0
11:39 AM,2.75,712,29.41,3.53,48,0
11:39 AM,2.68,712,29.41,3.53,48,0
11:39 AM,2.79,725,29.41,3.53,48,0
11:39 AM,2.72,725,29.02,3.53,48,0
11:39 AM,2.86,725,29.02,3.53,48,0
11:39 AM,2.95,737,29.02,3.53,48,0
11:39 AM,2.79,725,29.02,3.53,48,0
11:39 AM,2.91,725,29.02,3.53,48,0
11:39 AM,2.79,725,28.63,3.53,48,0
11:39 AM,2.68,725,28.63,3.53,48,0
11:39 AM,2.7,725,28.63,3.53,48,0
11:39 AM,2.7,725,28.63,3.53,48,0
11:39 AM,2.82,725,28.63,3.53,48,0
11:39 AM,2.95,725,28.63,3.53,48,0
11:39 AM,2.92,712,28.63,3.53,48,0
11:39 AM,2.71,712,28.63,3.53,48,0
11:39 AM,2.68,725,28.63,3.92,48,0
11:39 AM,3.86,725,30.2,5.49,48,0
11:39 AM,4.31,737,32.94,5.49,48,0
11:39 AM,4.05,787,34.9,5.49,48,0
11:39 AM,4.61,812,36.86,5.88,48,0
11:39 AM,4.74,762,40,5.88,48,0
11:39 AM,5.03,775,41.57,5.88,48,0
11:39 AM,4.68,775,43.14,5.88,48,0
11:39 AM,4.59,775,43.53,5.88,48,0
11:39 AM,4.62,787,44.31,5.88,48,0
11:39 AM,4.54,787,44.31,5.49,48,0
11:39 AM,4.32,787,44.31,5.49,48,0
11:39 AM,4.14,787,43.53,5.49,48,0
11:39 AM,4.47,775,43.53,5.49,48,0
11:39 AM,4.1,775,43.14,5.49,48,0
11:39 AM,4.02,787,43.14,5.49,48,0
11:39 AM,4.37,775,42.75,5.49,48,0
11:39 AM,4.13,775,42.35,5.49,48,0
11:39 AM,4.23,775,41.96,5.49,48,0
11:39 AM,3.89,762,41.96,5.1,48,0
11:39 AM,3.78,762,41.18,5.1,48,0
11:39 AM,4.01,775,40.78,5.1,48,0
11:39 AM,4.12,750,40.78,5.1,48,0
11:39 AM,3.77,750,40.78,5.1,48,0
11:39 AM,3.81,750,40.39,5.1,48,0
11:39 AM,4.04,750,40.39,5.1,48,0
11:39 AM,3.93,750,40,5.1,48,0
11:39 AM,4.01,750,40,5.1,48,0
11:39 AM,3.81,725,39.61,5.1,48,0
11:39 AM,3.58,737,39.61,4.71,48,0
11:39 AM,3.56,725,39.22,4.71,48,0
11:39 AM,3.64,725,39.22,4.71,48,0
11:39 AM,3.81,725,38.82,4.71,48,0
11:39 AM,3.74,725,38.43,4.71,48,0
11:39 AM,3.53,712,38.43,4.71,48,0
11:39 AM,3.73,700,38.43,4.71,48,0
11:39 AM,3.77,712,38.43,4.71,48,0
11:39 AM,3.74,712,38.43,4.71,48,0
11:39 AM,3.55,712,38.04,4.71,48,0
11:39 AM,3.72,712,38.04,4.71,48,0
11:39 AM,3.78,712,38.04,4.71,48,0
11:39 AM,3.63,712,38.04,4.71,48,0
11:39 AM,3.43,712,38.04,4.71,48,0
11:39 AM,3.4,712,38.04,4.71,48,0
11:39 AM,3.48,712,37.65,4.71,48,0
11:39 AM,3.38,700,38.04,4.71,48,0
11:39 AM,3.77,700,38.04,4.71,48,0
11:39 AM,3.73,712,38.04,4.71,48,0
11:39 AM,3.56,712,37.65,4.71,48,0
11:39 AM,3.69,712,37.65,4.71,48,0
11:39 AM,3.36,712,37.65,4.71,48,0
11:39 AM,3.7,700,37.65,4.71,48,0
11:39 AM,3.63,700,37.65,4.71,48,0
11:39 AM,3.65,700,37.65,4.71,48,0
11:39 AM,3.53,687,37.65,4.71,48,0
11:39 AM,3.29,687,37.65,4.71,48,0
11:39 AM,3.39,700,37.65,4.71,48,0
11:39 AM,3.33,687,37.65,4.71,48,0
11:39 AM,3.45,687,38.04,4.71,48,0
11:39 AM,3.68,700,38.04,4.71,48,0
11:39 AM,3.58,700,38.04,4.71,48,0
11:39 AM,3.76,700,38.04,4.71,48,0
11:39 AM,3.41,712,38.04,4.71,48,0
11:39 AM,3.54,700,38.04,4.71,48,0
11:39 AM,3.39,700,38.04,4.71,48,0
11:39 AM,3.35,712,38.04,4.71,48,0
11:39 AM,3.5,712,38.04,4.71,48,0
11:39 AM,3.72,712,38.04,4.71,48,0
11:39 AM,3.8,712,38.04,4.71,48,0
11:39 AM,3.79,700,38.04,4.71,48,0
11:39 AM,3.76,700,38.04,4.71,48,0
11:39 AM,3.52,712,38.04,4.71,48,0
11:39 AM,3.45,712,38.04,4.71,48,0
11:39 AM,3.5,712,38.04,4.71,48,0
11:39 AM,3.47,725,38.04,4.71,48,0
11:39 AM,3.79,712,38.04,4.71,48,0
11:39 AM,3.41,712,38.04,4.71,48,0
11:39 AM,3.51,700,38.04,4.71,48,0
11:39 AM,3.74,700,38.04,4.71,48,0
11:39 AM,3.66,700,38.04,4.71,48,0
11:39 AM,3.46,712,38.43,4.71,48,0
11:39 AM,3.71,712,38.43,4.71,48,0
11:39 AM,3.77,712,38.43,4.71,48,0
11:39 AM,3.76,700,38.43,4.71,48,0
11:39 AM,3.7,712,38.43,4.71,48,0
11:39 AM,3.51,712,38.43,4.71,48,0
11:39 AM,3.4,700,38.43,4.71,48,0
11:39 AM,3.47,712,38.43,4.71,48,0
11:39 AM,3.67,712,38.43,4.71,48,0
11:39 AM,3.76,700,38.43,4.71,48,0
11:39 AM,3.76,712,38.43,4.71,48,0
11:39 AM,3.63,712,38.43,4.71,48,0
11:39 AM,3.56,712,38.43,4.71,48,0
11:39 AM,3.42,712,38.43,4.71,48,0
11:39 AM,3.46,700,38.43,4.71,48,0
11:39 AM,3.67,712,38.43,4.71,48,0
11:39 AM,3.78,712,38.43,4.71,48,0
11:39 AM,3.79,700,38.43,4.71,48,0
11:39 AM,3.61,712,38.43,4.71,48,0
11:39 AM,3.55,712,38.43,4.71,48,0
11:39 AM,3.4,712,38.43,4.71,48,0
11:39 AM,3.47,700,38.43,4.71,48,0
11:39 AM,3.7,712,38.43,4.71,48,0
11:39 AM,3.76,712,38.43,4.71,48,0
11:39 AM,3.79,712,38.43,4.71,48,0
11:39 AM,3.67,712,38.43,4.71,48,0
11:39 AM,3.61,712,38.43,4.71,48,0
11:39 AM,3.45,700,38.43,4.71,48,0
11:39 AM,3.44,700,38.43,4.71,48,0
11:39 AM,3.56,712,38.82,4.71,48,0
11:39 AM,3.77,712,38.82,4.71,48,0
11:39 AM,3.44,700,38.82,4.71,48,0
11:39 AM,3.44,712,38.82,4.71,48,0
11:39 AM,3.47,712,38.82,4.71,48,0
11:39 AM,3.67,712,38.82,4.71,48,0
